"### รายการธุรกรรมทั้งหมด"
"ลำดับ","เวลา","ประเภท","จาก","ไป","จำนวน(บาท)","หมายเหตุ","Σกระเป๋า+กอง หลังรายการ","เบิกสุทธิ หลังรายการ","ส่วนต่าง (ตรวจสมการ)"
"749","17/8/2569 08:20:09","ลงกองกลาง","แนน","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"750","17/8/2569 08:21:19","ลงกองกลาง","บอย","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"751","17/8/2569 08:22:28","ลงกองกลาง","ตูน","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"752","17/8/2569 08:22:56","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"753","17/8/2569 08:25:20","ลงกอง","ป๋องแป๋ง","กองกลาง","40.00","ขึ้นเป็น ฿40","10620.00","10620.00","0"
"754","17/8/2569 08:25:33","ลงกอง","อาร์ต","กองกลาง","80.00","ขึ้นเป็น ฿80","10620.00","10620.00","0"
"755","17/8/2569 08:26:22","ลงกอง","แนน","กองกลาง","80.00","ตาม ฿80","10620.00","10620.00","0"
"756","17/8/2569 08:26:50","ลงกอง","บอย","กองกลาง","80.00","ตาม ฿80","10620.00","10620.00","0"
"757","17/8/2569 08:27:56","ลงกอง","ป๋องแป๋ง","กองกลาง","40.00","ตาม ฿80","10620.00","10620.00","0"
"758","17/8/2569 08:28:04","ลงกอง","อาร์ต","กองกลาง","60.00","ขึ้นเป็น ฿60","10620.00","10620.00","0"
"759","17/8/2569 08:29:02","ลงกอง","แนน","กองกลาง","60.00","ตาม ฿60","10620.00","10620.00","0"
"760","17/8/2569 08:29:18","ลงกอง","บอย","กองกลาง","60.00","ตาม ฿60","10620.00","10620.00","0"
"761","17/8/2569 08:30:17","ลงกอง","ป๋องแป๋ง","กองกลาง","60.00","ตาม ฿60","10620.00","10620.00","0"
"762","17/8/2569 08:31:19","ลงกอง","บอย","กองกลาง","40.00","ขึ้นเป็น ฿40","10620.00","10620.00","0"
"763","17/8/2569 08:32:29","ลงกอง","ป๋องแป๋ง","กองกลาง","40.00","ตาม ฿40","10620.00","10620.00","0"
"764","17/8/2569 08:32:45","ลงกอง","อาร์ต","กองกลาง","40.00","ตาม ฿40","10620.00","10620.00","0"
"765","17/8/2569 08:33:44","ลงกอง","แนน","กองกลาง","40.00","ตาม ฿40","10620.00","10620.00","0"
"766","17/8/2569 08:34:38","ลงกอง","อาร์ต","กองกลาง","60.00","ขึ้นเป็น ฿60","10620.00","10620.00","0"
"767","17/8/2569 08:34:47","ลงกอง","แนน","กองกลาง","60.00","ตาม ฿60","10620.00","10620.00","0"
"768","17/8/2569 08:36:40","ลงกอง","ป๋องแป๋ง","กองกลาง","60.00","ตาม ฿60","10620.00","10620.00","0"
"769","17/8/2569 08:37:08","รับเงินกองกลาง","กองกลาง","ป๋องแป๋ง","1200.00","","10620.00","10620.00","0"
"770","17/8/2569 08:38:06","ยืมเงิน","แนน","ตูน","400.00","ยืมเล่นต่อ","10620.00","10620.00","0"
"771","17/8/2569 08:40:28","ลงกองกลาง","อาร์ต","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"772","17/8/2569 08:40:44","ลงกองกลาง","แนน","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"773","17/8/2569 08:41:19","ลงกองกลาง","บอย","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"774","17/8/2569 08:41:41","ลงกองกลาง","ตูน","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"775","17/8/2569 08:42:50","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"776","17/8/2569 08:43:55","ลงกอง","ป๋องแป๋ง","กองกลาง","20.00","ขึ้นเป็น ฿20","10620.00","10620.00","0"
"777","17/8/2569 08:44:41","ลงกอง","อาร์ต","กองกลาง","20.00","ตาม ฿20","10620.00","10620.00","0"
"778","17/8/2569 08:44:53","ลงกอง","แนน","กองกลาง","20.00","ตาม ฿20","10620.00","10620.00","0"
"779","17/8/2569 08:45:54","ลงกอง","บอย","กองกลาง","20.00","ตาม ฿20","10620.00","10620.00","0"
"780","17/8/2569 08:47:10","ลงกอง","ตูน","กองกลาง","20.00","ตาม ฿20","10620.00","10620.00","0"
"781","17/8/2569 08:50:38","ลงกอง","บอย","กองกลาง","80.00","ขึ้นเป็น ฿80","10620.00","10620.00","0"
"782","17/8/2569 08:51:08","ลงกอง","ตูน","กองกลาง","80.00","ตาม ฿80","10620.00","10620.00","0"
"783","17/8/2569 08:52:23","ลงกอง","ป๋องแป๋ง","กองกลาง","80.00","ตาม ฿80","10620.00","10620.00","0"
"784","17/8/2569 08:53:34","ลงกอง","อาร์ต","กองกลาง","180.00","ขึ้นเป็น ฿180","10620.00","10620.00","0"
"785","17/8/2569 08:54:18","ลงกอง","แนน","กองกลาง","180.00","ตาม ฿180","10620.00","10620.00","0"
"786","17/8/2569 08:55:29","ลงกอง","บอย","กองกลาง","100.00","ตาม ฿180","10620.00","10620.00","0"
"787","17/8/2569 08:56:39","ลงกอง","ตูน","กองกลาง","100.00","ตาม ฿180","10620.00","10620.00","0"
"788","17/8/2569 08:56:48","ลงกอง","ป๋องแป๋ง","กองกลาง","100.00","ตาม ฿180","10620.00","10620.00","0"
"789","17/8/2569 08:58:58","ลงกอง","บอย","กองกลาง","100.00","ขึ้นเป็น ฿100","10620.00","10620.00","0"
"790","17/8/2569 08:59:08","ลงกอง","ตูน","กองกลาง","100.00","ตาม ฿100","10620.00","10620.00","0"
"791","17/8/2569 09:00:00","ลงกอง","ป๋องแป๋ง","กองกลาง","100.00","ตาม ฿100","10620.00","10620.00","0"
"792","17/8/2569 09:01:00","ลงกอง","อาร์ต","กองกลาง","200.00","ขึ้นเป็น ฿200","10620.00","10620.00","0"
"793","17/8/2569 09:03:09","ลงกอง","บอย","กองกลาง","100.00","ตาม ฿200","10620.00","10620.00","0"
"794","17/8/2569 09:03:52","ลงกอง","ตูน","กองกลาง","100.00","ตาม ฿200","10620.00","10620.00","0"
"795","17/8/2569 09:04:53","ลงกอง","ป๋องแป๋ง","กองกลาง","100.00","ตาม ฿200","10620.00","10620.00","0"
"796","17/8/2569 09:05:36","ลงกอง","ป๋องแป๋ง","กองกลาง","60.00","ขึ้นเป็น ฿60","10620.00","10620.00","0"
"797","17/8/2569 09:07:39","ลงกอง","ตูน","กองกลาง","60.00","ตาม ฿60","10620.00","10620.00","0"
"798","17/8/2569 09:08:01","รับเงินกองกลาง","กองกลาง","ตูน","2220.00","","10620.00","10620.00","0"
"799","17/8/2569 09:09:03","ลงกองกลาง","อาร์ต","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"800","17/8/2569 09:09:35","ลงกองกลาง","แนน","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"801","17/8/2569 09:10:11","ลงกองกลาง","บอย","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"802","17/8/2569 09:10:39","ลงกองกลาง","ตูน","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"803","17/8/2569 09:11:27","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"804","17/8/2569 09:15:40","ลงกอง","บอย","กองกลาง","80.00","ขึ้นเป็น ฿80","10620.00","10620.00","0"
"805","17/8/2569 09:16:51","ลงกอง","ป๋องแป๋ง","กองกลาง","80.00","ตาม ฿80","10620.00","10620.00","0"
"806","17/8/2569 09:17:29","ลงกอง","อาร์ต","กองกลาง","80.00","ตาม ฿80","10620.00","10620.00","0"
"807","17/8/2569 09:21:05","ลงกอง","ป๋องแป๋ง","กองกลาง","40.00","ขึ้นเป็น ฿40","10620.00","10620.00","0"
"808","17/8/2569 09:22:00","ลงกอง","อาร์ต","กองกลาง","80.00","ขึ้นเป็น ฿80","10620.00","10620.00","0"
"809","17/8/2569 09:23:14","ลงกอง","บอย","กองกลาง","80.00","ตาม ฿80","10620.00","10620.00","0"
"810","17/8/2569 09:26:39","รับเงินกองกลาง","กองกลาง","บอย","370.00","","0.00","0.00","0"
"811","17/8/2569 09:26:39","รับเงินกองกลาง","กองกลาง","อาร์ต","370.00","","10620.00","10620.00","0"
"812","17/8/2569 09:28:26","ลงกองกลาง","อาร์ต","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"813","17/8/2569 09:29:04","ลงกองกลาง","แนน","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"814","17/8/2569 09:29:28","ลงกองกลาง","บอย","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"815","17/8/2569 09:30:25","ลงกองกลาง","ตูน","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"816","17/8/2569 09:31:10","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"817","17/8/2569 09:35:53","ลงกอง","ตูน","กองกลาง","80.00","ขึ้นเป็น ฿80","10620.00","10620.00","0"
"818","17/8/2569 09:37:07","ลงกอง","ป๋องแป๋ง","กองกลาง","140.00","ขึ้นเป็น ฿140","10620.00","10620.00","0"
"819","17/8/2569 09:38:22","ลงกอง","อาร์ต","กองกลาง","140.00","ตาม ฿140","10620.00","10620.00","0"
"820","17/8/2569 09:39:38","ลงกอง","บอย","กองกลาง","140.00","ตาม ฿140","10620.00","10620.00","0"
"821","17/8/2569 09:40:32","ลงกอง","ตูน","กองกลาง","60.00","ตาม ฿140","10620.00","10620.00","0"
"822","17/8/2569 09:41:29","ลงกอง","บอย","กองกลาง","60.00","ขึ้นเป็น ฿60","10620.00","10620.00","0"
"823","17/8/2569 09:42:32","ลงกอง","ตูน","กองกลาง","60.00","ตาม ฿60","10620.00","10620.00","0"
"824","17/8/2569 09:43:26","ลงกอง","ป๋องแป๋ง","กองกลาง","100.00","ขึ้นเป็น ฿100","10620.00","10620.00","0"
"825","17/8/2569 09:43:49","ลงกอง","อาร์ต","กองกลาง","100.00","ตาม ฿100","10620.00","10620.00","0"
"826","17/8/2569 09:45:01","ลงกอง","ตูน","กองกลาง","40.00","ตาม ฿100","10620.00","10620.00","0"
"827","17/8/2569 09:46:19","ลงกอง","อาร์ต","กองกลาง","60.00","ขึ้นเป็น ฿60","10620.00","10620.00","0"
"828","17/8/2569 09:46:39","ลงกอง","ตูน","กองกลาง","60.00","ตาม ฿60","10620.00","10620.00","0"
"829","17/8/2569 09:47:18","รับเงินกองกลาง","กองกลาง","ตูน","1340.00","","10620.00","10620.00","0"
"830","17/8/2569 09:49:18","ลงกองกลาง","อาร์ต","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"831","17/8/2569 09:49:28","ลงกองกลาง","แนน","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"832","17/8/2569 09:50:45","ลงกองกลาง","บอย","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"833","17/8/2569 09:50:59","ลงกองกลาง","ตูน","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"834","17/8/2569 09:51:53","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"835","17/8/2569 09:53:04","ลงกอง","ตูน","กองกลาง","100.00","ขึ้นเป็น ฿100","10620.00","10620.00","0"
"836","17/8/2569 09:54:17","ลงกอง","ป๋องแป๋ง","กองกลาง","100.00","ตาม ฿100","10620.00","10620.00","0"
"837","17/8/2569 09:55:38","ลงกอง","แนน","กองกลาง","200.00","ขึ้นเป็น ฿200","10620.00","10620.00","0"
"838","17/8/2569 09:56:54","ลงกอง","ตูน","กองกลาง","100.00","ตาม ฿200","10620.00","10620.00","0"
"839","17/8/2569 09:57:24","ลงกอง","ป๋องแป๋ง","กองกลาง","100.00","ตาม ฿200","10620.00","10620.00","0"
"840","17/8/2569 10:01:59","ลงกอง","แนน","กองกลาง","60.00","ขึ้นเป็น ฿60","10620.00","10620.00","0"
"841","17/8/2569 10:02:29","ลงกอง","ตูน","กองกลาง","60.00","ตาม ฿60","10620.00","10620.00","0"
"842","17/8/2569 10:03:43","ลงกอง","ป๋องแป๋ง","กองกลาง","60.00","ตาม ฿60","10620.00","10620.00","0"
"843","17/8/2569 10:04:37","ลงกอง","ตูน","กองกลาง","80.00","ขึ้นเป็น ฿80","10620.00","10620.00","0"
"844","17/8/2569 10:05:41","ลงกอง","ป๋องแป๋ง","กองกลาง","80.00","ตาม ฿80","10620.00","10620.00","0"
"845","17/8/2569 10:06:45","รับเงินกองกลาง","กองกลาง","ป๋องแป๋ง","620.00","","0.00","0.00","0"
"846","17/8/2569 10:06:45","รับเงินกองกลาง","กองกลาง","ตูน","620.00","","10620.00","10620.00","0"
"847","17/8/2569 10:07:11","คืนหนี้","ตูน","แนน","400.00","คืนครบแล้ว","10620.00","10620.00","0"
"848","17/8/2569 10:08:04","ลงกองกลาง","อาร์ต","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"849","17/8/2569 10:09:21","ลงกองกลาง","แนน","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"850","17/8/2569 10:10:16","ลงกองกลาง","บอย","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"851","17/8/2569 10:10:42","ลงกองกลาง","ตูน","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"852","17/8/2569 10:11:37","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","60.00","ลงกองกลาง","10620.00","10620.00","0"
"853","17/8/2569 10:12:33","ลงกอง","อาร์ต","กองกลาง","60.00","ขึ้นเป็น ฿60","10620.00","10620.00","0"
"854","17/8/2569 10:13:21","ลงกอง","แนน","กองกลาง","60.00","ตาม ฿60","10620.00","10620.00","0"
"855","17/8/2569 10:14:10","ลงกอง","บอย","กองกลาง","60.00","ตาม ฿60","10620.00","10620.00","0"
"856","17/8/2569 10:15:07","ลงกอง","ตูน","กองกลาง","60.00","ตาม ฿60","10620.00","10620.00","0"
"857","17/8/2569 10:19:09","เติมเงิน (อนุมัติแล้ว)","BANK","อาร์ต","500.00","ขอเติมเงิน","11120.00","11120.00","0"
"858","17/8/2569 10:20:25","ลงกอง","อาร์ต","กองกลาง","40.00","ขึ้นเป็น ฿40","11120.00","11120.00","0"
"859","17/8/2569 10:20:44","ลงกอง","แนน","กองกลาง","40.00","ตาม ฿40","11120.00","11120.00","0"
"860","17/8/2569 10:21:27","ลงกอง","บอย","กองกลาง","100.00","ขึ้นเป็น ฿100","11120.00","11120.00","0"
"861","17/8/2569 10:22:33","ลงกอง","ตูน","กองกลาง","100.00","ตาม ฿100","11120.00","11120.00","0"
"862","17/8/2569 10:22:42","ลงกอง","อาร์ต","กองกลาง","60.00","ตาม ฿100","11120.00","11120.00","0"
"863","17/8/2569 10:23:14","ลงกอง","แนน","กองกลาง","60.00","ตาม ฿100","11120.00","11120.00","0"
"864","17/8/2569 10:25:57","ลงกอง","บอย","กองกลาง","80.00","ขึ้นเป็น ฿80","11120.00","11120.00","0"
"865","17/8/2569 10:27:42","ลงกอง","อาร์ต","กองกลาง","80.00","ตาม ฿80","11120.00","11120.00","0"
"866","17/8/2569 10:28:38","ลงกอง","แนน","กองกลาง","80.00","ตาม ฿80","11120.00","11120.00","0"
"867","17/8/2569 10:29:08","รับเงินกองกลาง","กองกลาง","บอย","1180.00","","11120.00","11120.00","0"
"868","17/8/2569 10:30:58","ลงกองกลาง","อาร์ต","กองกลาง","60.00","ลงกองกลาง","11120.00","11120.00","0"
"869","17/8/2569 10:31:38","ลงกองกลาง","แนน","กองกลาง","60.00","ลงกองกลาง","11120.00","11120.00","0"
"870","17/8/2569 10:32:41","ลงกองกลาง","บอย","กองกลาง","60.00","ลงกองกลาง","11120.00","11120.00","0"
"871","17/8/2569 10:32:52","ลงกองกลาง","ตูน","กองกลาง","60.00","ลงกองกลาง","11120.00","11120.00","0"
"872","17/8/2569 10:33:24","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","60.00","ลงกองกลาง","11120.00","11120.00","0"
"873","17/8/2569 10:34:07","ลงกอง","บอย","กองกลาง","40.00","ขึ้นเป็น ฿40","11120.00","11120.00","0"
"874","17/8/2569 10:35:09","ลงกอง","ตูน","กองกลาง","40.00","ตาม ฿40","11120.00","11120.00","0"
"875","17/8/2569 10:36:41","ลงกอง","อาร์ต","กองกลาง","140.00","ขึ้นเป็น ฿140","11120.00","11120.00","0"
"876","17/8/2569 10:37:21","ลงกอง","บอย","กองกลาง","100.00","ตาม ฿140","11120.00","11120.00","0"
"877","17/8/2569 10:38:01","ลงกอง","ตูน","กองกลาง","100.00","ตาม ฿140","11120.00","11120.00","0"
"878","17/8/2569 10:39:18","ลงกอง","ตูน","กองกลาง","100.00","ขึ้นเป็น ฿100","11120.00","11120.00","0"
"879","17/8/2569 10:39:52","ลงกอง","อาร์ต","กองกลาง","100.00","ตาม ฿100","11120.00","11120.00","0"
"880","17/8/2569 10:40:49","ลงกอง","บอย","กองกลาง","100.00","ตาม ฿100","11120.00","11120.00","0"
"881","17/8/2569 10:45:00","เติมเงิน (อนุมัติแล้ว)","BANK","อาร์ต","500.00","ขอเติมเงิน","11620.00","11620.00","0"
"882","17/8/2569 10:45:13","ลงกอง","อาร์ต","กองกลาง","40.00","ขึ้นเป็น ฿40","11620.00","11620.00","0"
"883","17/8/2569 10:45:35","ลงกอง","บอย","กองกลาง","40.00","ตาม ฿40","11620.00","11620.00","0"
"884","17/8/2569 10:47:37","ลงกอง","บอย","กองกลาง","100.00","ขึ้นเป็น ฿100","11620.00","11620.00","0"
"885","17/8/2569 10:48:12","ลงกอง","อาร์ต","กองกลาง","100.00","ตาม ฿100","11620.00","11620.00","0"
"886","17/8/2569 10:49:00","รับเงินกองกลาง","กองกลาง","อาร์ต","1300.00","","11620.00","11620.00","0"
"887","17/8/2569 10:49:17","โอนเงิน","อาร์ต","ตูน","250.00","กดผิดคน","11620.00","11620.00","0"
"888","17/8/2569 10:50:10","กลับรายการ","ตูน","อาร์ต","250.00","กลับรายการ #887 — อาร์ตกดโอนผิดคน","11620.00","11620.00","0"
"889","17/8/2569 10:51:17","ลงกองกลาง","อาร์ต","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"890","17/8/2569 10:51:39","ลงกองกลาง","แนน","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"891","17/8/2569 10:52:00","ลงกองกลาง","บอย","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"892","17/8/2569 10:52:59","ลงกองกลาง","ตูน","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"893","17/8/2569 10:53:53","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"894","17/8/2569 10:56:31","ลงกอง","บอย","กองกลาง","20.00","ขึ้นเป็น ฿20","11620.00","11620.00","0"
"895","17/8/2569 10:58:08","ลงกอง","ป๋องแป๋ง","กองกลาง","80.00","ขึ้นเป็น ฿80","11620.00","11620.00","0"
"896","17/8/2569 10:58:48","ลงกอง","อาร์ต","กองกลาง","80.00","ตาม ฿80","11620.00","11620.00","0"
"897","17/8/2569 10:59:13","ลงกอง","แนน","กองกลาง","80.00","ตาม ฿80","11620.00","11620.00","0"
"898","17/8/2569 11:00:09","ลงกอง","บอย","กองกลาง","60.00","ตาม ฿80","11620.00","11620.00","0"
"899","17/8/2569 11:01:44","ลงกอง","แนน","กองกลาง","20.00","ขึ้นเป็น ฿20","11620.00","11620.00","0"
"900","17/8/2569 11:02:58","ลงกอง","บอย","กองกลาง","20.00","ตาม ฿20","11620.00","11620.00","0"
"901","17/8/2569 11:04:01","ลงกอง","ป๋องแป๋ง","กองกลาง","20.00","ตาม ฿20","11620.00","11620.00","0"
"902","17/8/2569 11:04:44","ลงกอง","อาร์ต","กองกลาง","20.00","ตาม ฿20","11620.00","11620.00","0"
"903","17/8/2569 11:07:51","ลงกอง","ป๋องแป๋ง","กองกลาง","80.00","ขึ้นเป็น ฿80","11620.00","11620.00","0"
"904","17/8/2569 11:08:49","ลงกอง","อาร์ต","กองกลาง","80.00","ตาม ฿80","11620.00","11620.00","0"
"905","17/8/2569 11:10:57","ลงกอง","บอย","กองกลาง","80.00","ตาม ฿80","11620.00","11620.00","0"
"906","17/8/2569 11:12:20","ลงกอง","บอย","กองกลาง","80.00","ขึ้นเป็น ฿80","11620.00","11620.00","0"
"907","17/8/2569 11:12:44","ลงกอง","ป๋องแป๋ง","กองกลาง","80.00","ตาม ฿80","11620.00","11620.00","0"
"908","17/8/2569 11:12:55","ลงกอง","อาร์ต","กองกลาง","180.00","ขึ้นเป็น ฿180","11620.00","11620.00","0"
"909","17/8/2569 11:13:03","ลงกอง","บอย","กองกลาง","100.00","ตาม ฿180","11620.00","11620.00","0"
"910","17/8/2569 11:13:50","รับเงินกองกลาง","กองกลาง","บอย","1380.00","","11620.00","11620.00","0"
"911","17/8/2569 11:14:30","ลงกองกลาง","อาร์ต","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"912","17/8/2569 11:15:15","ลงกองกลาง","แนน","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"913","17/8/2569 11:15:54","ลงกองกลาง","บอย","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"914","17/8/2569 11:16:13","ลงกองกลาง","ตูน","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"915","17/8/2569 11:17:09","ลงกอง","บอย","กองกลาง","20.00","ขึ้นเป็น ฿20","11620.00","11620.00","0"
"916","17/8/2569 11:18:00","ลงกอง","ตูน","กองกลาง","20.00","ตาม ฿20","11620.00","11620.00","0"
"917","17/8/2569 11:18:46","ลงกอง","อาร์ต","กองกลาง","20.00","ตาม ฿20","11620.00","11620.00","0"
"918","17/8/2569 11:19:33","ลงกอง","แนน","กองกลาง","60.00","ขึ้นเป็น ฿60","11620.00","11620.00","0"
"919","17/8/2569 11:19:59","ลงกอง","บอย","กองกลาง","40.00","ตาม ฿60","11620.00","11620.00","0"
"920","17/8/2569 11:25:20","ลงกอง","บอย","กองกลาง","80.00","ขึ้นเป็น ฿80","11620.00","11620.00","0"
"921","17/8/2569 11:26:30","ลงกอง","แนน","กองกลาง","80.00","ตาม ฿80","11620.00","11620.00","0"
"922","17/8/2569 11:26:41","รับเงินกองกลาง","กองกลาง","แนน","560.00","","11620.00","11620.00","0"
"923","17/8/2569 11:27:41","ลงกองกลาง","อาร์ต","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"924","17/8/2569 11:28:02","ลงกองกลาง","แนน","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"925","17/8/2569 11:28:38","ลงกองกลาง","บอย","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"926","17/8/2569 11:28:57","ลงกองกลาง","ตูน","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"927","17/8/2569 11:29:08","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"928","17/8/2569 11:29:25","ลงกอง","แนน","กองกลาง","80.00","ขึ้นเป็น ฿80","11620.00","11620.00","0"
"929","17/8/2569 11:30:21","ลงกอง","บอย","กองกลาง","80.00","ตาม ฿80","11620.00","11620.00","0"
"930","17/8/2569 11:31:39","ลงกอง","ตูน","กองกลาง","80.00","ตาม ฿80","11620.00","11620.00","0"
"931","17/8/2569 11:32:18","ลงกอง","ป๋องแป๋ง","กองกลาง","80.00","ตาม ฿80","11620.00","11620.00","0"
"932","17/8/2569 11:33:34","ลงกอง","อาร์ต","กองกลาง","80.00","ตาม ฿80","11620.00","11620.00","0"
"933","17/8/2569 11:35:10","ลงกอง","ตูน","กองกลาง","80.00","ขึ้นเป็น ฿80","11620.00","11620.00","0"
"934","17/8/2569 11:35:49","ลงกอง","ป๋องแป๋ง","กองกลาง","80.00","ตาม ฿80","11620.00","11620.00","0"
"935","17/8/2569 11:36:52","ลงกอง","อาร์ต","กองกลาง","80.00","ตาม ฿80","11620.00","11620.00","0"
"936","17/8/2569 11:38:58","ลงกอง","บอย","กองกลาง","80.00","ตาม ฿80","11620.00","11620.00","0"
"937","17/8/2569 11:40:50","ลงกอง","ตูน","กองกลาง","40.00","ขึ้นเป็น ฿40","11620.00","11620.00","0"
"938","17/8/2569 11:41:01","ลงกอง","ป๋องแป๋ง","กองกลาง","40.00","ตาม ฿40","11620.00","11620.00","0"
"939","17/8/2569 11:41:47","ลงกอง","อาร์ต","กองกลาง","40.00","ตาม ฿40","11620.00","11620.00","0"
"940","17/8/2569 11:42:15","ลงกอง","บอย","กองกลาง","40.00","ตาม ฿40","11620.00","11620.00","0"
"941","17/8/2569 11:43:32","ลงกอง","อาร์ต","กองกลาง","100.00","ขึ้นเป็น ฿100","11620.00","11620.00","0"
"942","17/8/2569 11:43:45","ลงกอง","บอย","กองกลาง","140.00","ขึ้นเป็น ฿140","11620.00","11620.00","0"
"943","17/8/2569 11:46:06","ลงกอง","ป๋องแป๋ง","กองกลาง","140.00","ตาม ฿140","11620.00","11620.00","0"
"944","17/8/2569 11:47:01","ลงกอง","อาร์ต","กองกลาง","40.00","ตาม ฿140","11620.00","11620.00","0"
"945","17/8/2569 11:48:16","รับเงินกองกลาง","กองกลาง","บอย","800.00","","0.00","0.00","0"
"946","17/8/2569 11:48:16","รับเงินกองกลาง","กองกลาง","ป๋องแป๋ง","800.00","","11620.00","11620.00","0"
"947","17/8/2569 11:50:48","ลงกองกลาง","อาร์ต","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"948","17/8/2569 11:51:21","ลงกองกลาง","แนน","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"949","17/8/2569 11:51:57","ลงกองกลาง","บอย","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"950","17/8/2569 11:52:13","ลงกองกลาง","ตูน","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"951","17/8/2569 11:53:05","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"952","17/8/2569 11:53:25","ลงกอง","บอย","กองกลาง","40.00","ขึ้นเป็น ฿40","11620.00","11620.00","0"
"953","17/8/2569 11:54:36","ลงกอง","ตูน","กองกลาง","40.00","ตาม ฿40","11620.00","11620.00","0"
"954","17/8/2569 11:55:27","ลงกอง","ป๋องแป๋ง","กองกลาง","120.00","ขึ้นเป็น ฿120","11620.00","11620.00","0"
"955","17/8/2569 11:56:39","ลงกอง","แนน","กองกลาง","120.00","ตาม ฿120","11620.00","11620.00","0"
"956","17/8/2569 11:57:36","ลงกอง","บอย","กองกลาง","80.00","ตาม ฿120","11620.00","11620.00","0"
"957","17/8/2569 11:58:18","ลงกอง","ตูน","กองกลาง","80.00","ตาม ฿120","11620.00","11620.00","0"
"958","17/8/2569 12:00:18","ลงกอง","ตูน","กองกลาง","40.00","ขึ้นเป็น ฿40","11620.00","11620.00","0"
"959","17/8/2569 12:00:32","ลงกอง","ป๋องแป๋ง","กองกลาง","40.00","ตาม ฿40","11620.00","11620.00","0"
"960","17/8/2569 12:01:36","ลงกอง","แนน","กองกลาง","140.00","ขึ้นเป็น ฿140","11620.00","11620.00","0"
"961","17/8/2569 12:02:20","ลงกอง","ตูน","กองกลาง","100.00","ตาม ฿140","11620.00","11620.00","0"
